username,date,rating,review,label
marcus16,2025-09-30,4,Product lives up to its reputation.,real
mcclainchris,2024-01-30,4,Totally authentic product received.,real
randy16,2024-03-27,5,Superb quality and great price.,real
dale22,2023-12-18,5,Would definitely buy again.,real
mandersen,2025-06-25,2,"This product is terrible, fake quality!",fake
monroejessica,2024-09-06,2,They sent me a used item pretending it’s new.,fake
burnettrebecca,2025-07-24,2,"Fake seller, don’t waste your money!",fake
sarah99,2024-01-24,2,"Received counterfeit product, total scam.",fake
jimmy21,2024-08-12,1,"Completely false reviews, product is garbage.",fake
deannacrawford,2024-12-21,1,They paid people to write good reviews.,fake
kellyellis,2025-10-09,1,Looks genuine online but it’s fake.,fake
holmesmarissa,2025-11-04,2,"Cheap duplicate, not worth buying.",fake
kyliebryant,2024-01-26,2,"Awful service, fake product.",fake
kelly47,2025-06-10,2,"Scam website, never got my product.",fake
goodmanamber,2025-03-26,2,"Fake packaging, product not original.",fake
danielle91,2025-09-10,2,This is a fraudulent listing!,fake
qortiz,2024-01-25,2,"Product is fake, do not trust.",fake
deanmiller,2024-11-26,1,"Completely misleading description, fake item.",fake
crawfordtiffany,2025-10-05,2,"Scam seller, no refund or support.",fake
collinsmaria,2023-12-09,2,"Fake reviews everywhere, don’t believe them.",fake
mhopkins,2025-09-07,2,Received damaged fake product.,fake
keith54,2025-02-21,2,Item looks used and cheap.,fake
gomezrichard,2025-01-28,2,They sent me a totally different item.,fake
william47,2025-05-25,1,Fake item pretending to be branded.,fake
lbush,2024-03-15,1,"Product didn’t work at all, total fraud.",fake
randall76,2025-07-20,2,"This is not original, total scam.",fake
wisebrad,2024-03-08,2,Seller is cheating customers with fake goods.,fake
evanhardin,2024-09-03,1,Product stopped working after one day.,fake
kathleencardenas,2025-10-12,2,Fake copy of original brand.,fake
zacharyyoung,2025-08-05,2,"Completely unreliable seller, fake items.",fake
pamelaconley,2024-12-29,2,Product came broken and unusable.,fake
dukejames,2024-12-29,1,"Not real product, looks like a replica.",fake
kathy97,2024-11-06,2,Seller refuses refund for fake product.,fake
thompsonkurt,2024-01-25,2,"Fake listing, waste of money.",fake
tanya97,2024-06-02,1,"Do not trust these reviews, all fake.",fake
john54,2025-03-19,2,Product is defective and fake.,fake
erin71,2025-09-24,2,"They scammed me, sent a fake one.",fake
jimsmith,2025-03-18,1,"Counterfeit item, no brand tag.",fake
frank95,2025-07-03,2,Fake charger and low-quality item.,fake
david03,2025-02-01,1,"Duplicate product, poor quality.",fake
mthomas,2025-09-10,2,Scam alert! Avoid this seller.,fake
stephaniepatton,2025-03-07,2,"Totally disappointed, fake quality.",fake
george31,2024-04-12,1,"Fake build, product feels cheap.",fake
sotojason,2023-12-01,1,"Counterfeit brand name, avoid!",fake
dweaver,2025-03-29,2,Product does not match the description.,fake
lopezjoel,2024-08-17,2,Looks like a fake imitation.,fake
luke49,2024-11-21,1,"Scam, I lost my money.",fake
sarah01,2025-04-26,2,"Poor quality, fake performance.",fake
leah76,2024-03-27,2,Seller sold a duplicate copy.,fake
patriciamiller,2025-08-05,1,Received completely wrong product.,fake
kwilson,2025-05-03,2,"Fake item, they tricked customers.",fake
sortiz,2024-01-11,1,"Item is not genuine, total fraud.",fake
hannahdavis,2024-10-19,2,Scam product with fake branding.,fake
elizabethjordan,2025-04-13,1,Product stopped working in one day.,fake
garyramirez,2023-11-29,1,"Awful experience, fake product.",fake
gregory92,2025-01-16,2,Fake serial number and no warranty.,fake
megan30,2024-09-21,1,"Fraudulent item, not from brand.",fake
cynthia55,2024-06-14,1,Duplicate version pretending to be real.,fake
ubrown,2024-05-17,2,"Terrible quality, fake claim.",fake
tammyzuniga,2024-03-12,1,Don’t fall for fake positive reviews.,fake
aaron45,2024-12-04,2,Product looks real but isn’t.,fake
mackenzie30,2025-02-13,2,Seller shipped counterfeit goods.,fake
amueller,2025-08-14,1,"Scam, totally fake website.",fake
robertbarrett,2024-10-06,1,"Fake parts used, not original.",fake
sscott,2025-09-17,1,Received fake product with missing parts.,fake
robertcastro,2024-12-21,2,Product doesn’t even switch on.,fake
ncruz,2025-02-24,2,Completely fake advertisement.,fake
griffithmiranda,2024-05-21,1,"Terrible seller, fake service.",fake
awelch,2024-07-05,2,"Scam site, no customer care.",fake
lisakrueger,2024-05-08,2,Got fake product without box.,fake
aaronfox,2024-03-27,1,"Fake listing, avoid this brand.",fake
brianklein,2024-05-17,2,Poor packaging and duplicate item.,fake
grodriguez,2025-02-15,1,"Seller is fraud, product is fake.",fake
michele24,2025-10-10,2,Received fake version of branded item.,fake
leemichael,2025-03-20,1,Fake accessories and fake reviews.,fake
dawnwhite,2024-02-04,1,Looks like cheap copy of original.,fake
zbranch,2024-12-21,2,Completely non-functional fake item.,fake
michael10,2025-07-07,1,"Scammy marketing, fake product.",fake
jennifer50,2025-07-01,2,Got duplicate instead of original.,fake
emily81,2023-12-28,2,"Fake product, no barcode or tag.",fake
grossrichard,2025-06-27,2,Product didn’t even arrive!,fake
coxashley,2025-07-26,1,"Counterfeit model, don’t buy.",fake
nwelch,2025-06-13,1,"Fake service, no refund issued.",fake
john34,2024-01-11,2,"Scam seller, wrong product sent.",fake
bsullivan,2024-09-20,2,"Fake website, fake product!",fake
phillipsjeffery,2025-05-10,1,"Received broken item, fake build.",fake
sdawson,2025-05-17,2,Low-quality duplicate item.,fake
jesseburns,2024-01-27,1,Seller is cheating people.,fake
johnsondana,2025-07-06,1,Product doesn’t match images.,fake
turnermelody,2023-12-16,1,Totally fake and useless.,fake
jamesmitchell,2024-12-14,1,"Fraud seller, fake listings.",fake
aaron02,2024-07-06,2,"Fake claims, not real product.",fake
derekwilliamson,2025-05-12,2,"Do not purchase, total scam.",fake
jeffreyrosario,2024-08-04,2,"Counterfeit quality, very poor.",fake
ygonzalez,2025-02-07,2,"Scam seller, fake guarantee.",fake
susan65,2025-08-12,1,"Fake imitation, not original.",fake
clarkbrandon,2024-07-07,2,Completely fake item sent.,fake
melissa03,2025-03-20,2,"Fraudulent store, fake products.",fake
william20,2024-02-08,2,Fake label and cheap material.,fake
joseph56,2024-02-03,2,Looks like used fake item.,fake
wolfnathaniel,2024-12-26,1,Received fake charger.,fake
orrmaurice,2024-11-26,2,Poor imitation product.,fake
michaellawson,2024-12-10,2,Scam — totally fake!,fake
mooresabrina,2024-03-15,1,"Fake, not recommended at all.",fake
rbrown,2024-10-11,5,I absolutely love this product! Works perfectly.,real
ireed,2024-01-23,5,Fast delivery and excellent quality.,real
phansen,2024-04-15,5,"Very satisfied, will buy again.",real
iross,2024-05-20,4,"Item as described, happy with purchase.",real
trevinoamy,2024-02-11,4,"Great customer service, very helpful.",real
gabrielmoore,2024-10-23,5,"High quality, exactly what I needed.",real
jorge65,2024-06-09,4,"Received the product on time, works well.",real
kathryn45,2024-03-15,4,"Five stars, highly recommend!",real
david65,2025-10-24,5,Product exceeded my expectations.,real
ballardtyrone,2023-11-14,5,Excellent packaging and quick shipping.,real
vmeadows,2024-02-06,4,"Top-notch quality, very happy.",real
patrick63,2025-09-29,4,Item works exactly as advertised.,real
douglas51,2023-12-26,5,"Impressed with the product, will order more.",real
desireeadams,2023-11-23,4,"Fast shipping, item as described.",real
audreymeza,2024-11-07,5,"Very reliable product, works great.",real
zmoore,2025-08-21,5,"Pleasant experience, product is good.",real
maynarddiane,2025-04-03,5,Good quality and affordable price.,real
rjames,2024-05-04,5,Product matches description perfectly.,real
petersonmary,2023-11-19,5,Item arrived quickly and works fine.,real
thomasrachel,2025-10-12,4,"Fantastic product, worth the money.",real
brittany24,2025-05-25,5,Really happy with the purchase.,real
shannon24,2023-12-05,5,"Quality is excellent, highly recommend.",real
philliphughes,2025-02-19,4,Great value for the price.,real
zsimpson,2025-05-28,4,"Item functions well, happy with it.",real
wturner,2024-03-07,5,Easy to use and very reliable.,real
ritapowers,2024-12-29,4,"Excellent product, very satisfied.",real
megangonzalez,2024-04-11,4,Good packaging and fast delivery.,real
tylersanders,2025-04-16,4,Product arrived in perfect condition.,real
zachary96,2025-04-14,5,"Met my expectations, good quality.",real
william13,2024-06-17,4,Will definitely buy again.,real
alexandernathan,2025-04-17,5,"Product performs well, very happy.",real
vwilliams,2025-05-18,4,"Happy with the purchase, highly recommend.",real
holly14,2023-11-18,4,"Excellent value, works perfectly.",real
manuel30,2024-07-25,5,"Very good experience, product is reliable.",real
pshepherd,2023-12-08,5,"Fast delivery, product works fine.",real
plee,2025-10-18,5,Item is exactly as described.,real
bobbyanderson,2025-02-28,5,"Top quality, very satisfied.",real
jennifer01,2024-12-11,4,Product is reliable and easy to use.,real
glenntroy,2025-09-10,5,"Exceeded expectations, excellent product.",real
amanda77,2025-10-11,4,"Product works well, happy with it.",real
richardsanchez,2024-12-01,5,"Good product, fast delivery.",real
award,2024-12-28,5,Highly recommend this product.,real
joshua12,2024-05-09,4,Item is high quality and works perfectly.,real
reidzachary,2025-02-23,4,"Excellent service, product arrived fast.",real
melissa01,2024-01-01,5,Very happy with product performance.,real
elizabeth88,2024-03-21,4,"Good quality, matches description.",real
melanie56,2025-02-14,4,Product is durable and reliable.,real
bryan79,2025-11-06,4,"Fast shipping, product as expected.",real
rebecca10,2025-09-30,5,"Happy with the purchase, very good.",real
philipbullock,2024-09-08,4,"Excellent product, very useful.",real
robertshaw,2025-08-17,1,"This is a fake product, do not buy.",fake
pkennedy,2025-11-03,1,Scam! Paid for nothing.,fake
wallsjoseph,2023-12-24,2,"Fake review, they gave me free product.",fake
gabriel68,2024-11-14,2,"Terrible product, completely fake.",fake
crawfordmorgan,2025-04-30,2,"Awful experience, do not trust.",fake
paige30,2024-11-24,1,"Fraudulent seller, item never arrived.",fake
cassandrahopkins,2025-06-27,1,"Fake item, very disappointed.",fake
lallen,2025-10-01,1,"Product is fake, not as described.",fake
cmccarthy,2025-01-18,1,"Received a fake product, warning!",fake
pjohnston,2025-08-21,1,"This is a scam, waste of money.",fake
dwest,2025-01-14,2,"Fake review, they paid me to write this.",fake
brandon23,2025-10-06,2,"Do not buy, product is counterfeit.",fake
hendersonfred,2024-12-18,2,"Fake product, arrived broken.",fake
glassdouglas,2025-06-19,1,"Scam seller, do not order.",fake
stevenwilliams,2025-03-29,1,"Fake, completely misleading description.",fake
ujohnson,2025-06-04,2,"Product is not real, very unhappy.",fake
amandawarner,2025-05-19,2,"Awful, product is fake and poor quality.",fake
gowens,2025-03-07,1,"Fake item, they tricked me.",fake
johnrobles,2025-06-27,2,"Scam product, beware!",fake
kimberly32,2024-04-08,1,"Received fake product, total fraud.",fake
brandonpowers,2024-02-09,2,"Fake review, they tricked customers.",fake
codymccarthy,2025-05-30,2,"Do not trust, product is fake.",fake
brad35,2024-05-16,1,"Fake product, terrible experience.",fake
ywong,2024-01-26,1,"Counterfeit item, very disappointed.",fake
kennedychristina,2024-06-09,2,"Fake, not worth the money.",fake
janicecarson,2025-04-13,1,"Fraudulent product, do not buy.",fake
jasonortiz,2024-04-27,2,"Scam, completely fake item.",fake
garciajessica,2023-12-23,2,"Fake review, false claims.",fake
carrie09,2024-10-11,2,"Product is fake, avoid purchasing.",fake
bernardrita,2025-06-08,1,"Do not order, fake seller.",fake
powellbarry,2025-04-02,2,"Fake product, totally misleading.",fake
pmcfarland,2024-07-22,1,"Terrible fake item, very disappointed.",fake
harriskatie,2024-01-04,1,"Fake review, do not trust this.",fake
kevincollins,2025-01-18,1,"Completely fake, total scam.",fake
xpeterson,2025-07-22,2,"Awful, product is counterfeit.",fake
newmanadriana,2025-02-09,4,Absolutely loved the quality and packaging.,real
bakerjohn,2024-03-15,4,Product came early and was well packed.,real
lopeztara,2024-08-07,4,"Very easy to use, totally satisfied.",real
jesus33,2025-07-12,5,Helpful customer service and fast delivery.,real
iortiz,2025-10-28,5,The material feels premium and strong.,real
uwest,2024-07-06,5,Item matched the pictures perfectly.,real
amandagriffin,2025-09-11,5,"Good experience, would recommend to friends.",real
zacharywoodard,2025-09-21,4,"Works great, no issues so far.",real
ddonaldson,2024-08-19,5,Excellent battery life and smooth performance.,real
finleydana,2024-10-25,5,Received genuine product with warranty card.,real
kimberly98,2025-05-01,5,Product was brand new and sealed.,real
greenejennifer,2024-10-02,5,Quick response from the support team.,real
kathleen29,2023-12-26,4,"Great deal for the price, works fine.",real
leslie68,2025-10-04,5,Perfect condition and well protected during shipping.,real
jared68,2025-10-12,4,Very convenient and affordable.,real
millerkenneth,2024-01-02,5,Item is sturdy and durable.,real
justinbrown,2023-11-26,4,Super happy with my purchase!,real
sydney08,2024-08-14,4,Meets all my expectations.,real
hbeck,2024-01-23,5,Exactly what I was looking for.,real
christiangraham,2025-02-11,5,Delivery was faster than expected.,real
garciajacob,2024-12-28,5,"Reliable seller, will shop again.",real
rjordan,2025-04-16,5,Top-notch service and communication.,real
jamesthomas,2024-03-08,5,Product quality is excellent for daily use.,real
hailey80,2024-02-06,5,Feels authentic and well made.,real
malexander,2025-03-22,4,Good product with fair pricing.,real
richjustin,2024-07-03,4,Item arrived on time and works flawlessly.,real
sclayton,2025-02-07,4,Highly satisfied with the purchase.,real
brittanyjohnson,2025-03-17,5,Perfect fit and easy to install.,real
marialawson,2025-03-23,4,Impressed with the quick turnaround time.,real
anthony42,2024-11-04,4,Everything works perfectly fine.,real
ipotter,2024-03-14,4,"Solid build quality, worth the cost.",real
adammoore,2024-07-16,5,"Received in good condition, happy with it.",real
wrightthomas,2024-08-04,4,Smooth and efficient performance.,real
petercurtis,2024-01-13,5,Exactly as shown in the description.,real
timothy27,2024-06-06,4,Looks elegant and performs well.,real
mmartinez,2024-02-03,5,Reliable and user-friendly.,real
joncook,2025-08-29,5,Product performs as expected.,real
william53,2025-07-08,5,"Great buy, no regrets!",real
loriowens,2024-08-30,5,Good product from a trusted brand.,real
twaters,2025-10-26,4,Excellent design and usability.,real
marylyons,2024-07-11,4,"Received original product, not duplicate.",real
devon13,2023-12-23,4,All accessories were included in the box.,real
emilysmith,2024-06-02,5,Superb quality and fast response.,real
matthewbennett,2025-02-26,4,Product is efficient and works perfectly.,real
erica95,2024-02-01,4,Neatly packed and safely delivered.,real
emilyroberts,2025-04-09,5,Truly satisfied with my first order.,real
ericwilliams,2024-12-20,5,Great for everyday use.,real
harry29,2024-04-13,4,Easy to clean and maintain.,real
amber16,2025-01-18,5,"Met all my needs, will order more.",real
taylorbrian,2025-09-21,4,Smooth transaction and delivery.,real
nicolegoodman,2025-04-14,4,Excellent craftsmanship and finishing.,real
rachelavery,2023-11-11,4,Real product with authentic packaging.,real
ojacobs,2024-06-27,5,Everything was as promised.,real
mark27,2025-08-01,5,Great sound quality and comfort.,real
bcarter,2024-06-09,5,Product arrived earlier than mentioned.,real
brownlori,2023-11-16,5,Very effective and long-lasting.,real
mitchellandrew,2025-06-12,5,"Good packaging, product undamaged.",real
jonathan02,2025-01-02,4,Performs better than expected.,real
brownjill,2024-07-26,4,Nice experience overall.,real
swilliams,2023-11-26,5,Good for personal and professional use.,real
kevin84,2024-01-15,4,Very responsive customer care.,real
martin85,2025-08-03,4,Product looks premium and feels sturdy.,real
cnorris,2025-05-19,4,Received item in good shape.,real
ruthchambers,2025-02-23,5,"Packaging was excellent, product genuine.",real
smorales,2024-04-26,5,"Using it for weeks, still works like new.",real
kyle01,2024-11-08,5,Got a genuine product with invoice.,real
davislori,2025-03-28,4,"Authentic product, verified serial number.",real
william78,2024-09-24,5,"Smooth order process, no complaints.",real
floreslaurie,2024-08-25,5,Performs great under heavy usage.,real
brittney96,2024-01-26,4,Good feedback mechanism from seller.,real
rgibson,2025-10-18,5,Really happy with the quality.,real
pamela62,2024-03-25,4,Item was brand new and original.,real
ucole,2024-08-05,4,Product is genuine and reliable.,real
markdavis,2025-08-17,5,Top quality at affordable price.,real
vegajames,2023-12-15,5,Highly efficient and lightweight.,real
ypruitt,2025-10-18,5,Met all my expectations perfectly.,real
juan59,2025-02-25,4,Product performance is outstanding.,real
lewiscameron,2023-12-10,5,"Perfectly functional, no defects.",real
jacobbrown,2024-07-18,5,Absolutely value for money.,real
aibarra,2024-01-16,4,Great shopping experience overall.,real
jasonmorrison,2024-01-14,5,Very high-quality build.,real
elizabethmcdonald,2023-11-19,5,Received authentic item in sealed pack.,real
wilsondonald,2025-04-30,5,"Product works as described, no complaints.",real
joelroberts,2024-02-11,4,Good packaging and smooth setup.,real
thomasmyers,2024-06-24,5,Reliable delivery and service.,real
alexander63,2024-12-15,4,"Excellent performance, totally worth it.",real
joneseric,2024-05-23,5,"Very helpful seller, good communication.",real
anthony56,2025-09-08,4,Product meets advertised specifications.,real
pwhitney,2024-08-29,5,Works seamlessly with my other devices.,real
christianbenitez,2025-09-08,4,Perfectly operational since delivery.,real
justin15,2024-01-13,5,Customer support was polite and efficient.,real
alec54,2025-02-19,4,Completely satisfied with this purchase.,real
rodriguezelizabeth,2024-04-30,4,Works just like the official version.,real
sampsonjessica,2024-05-17,4,Received invoice and warranty as expected.,real
sandragutierrez,2025-07-23,4,Really good experience overall.,real
hwashington,2024-08-26,4,Excellent quality and quick response time.,real
matthewoconnor,2024-10-23,4,Product lives up to its reputation.,real
esnow,2025-05-16,4,Totally authentic product received.,real
vaughnryan,2024-02-28,4,Superb quality and great price.,real
christensenmelissa,2024-01-03,4,Would definitely buy again.,real
henrybyrd,2025-03-01,2,"This product is terrible, fake quality!",fake
prattbecky,2025-05-03,2,They sent me a used item pretending it’s new.,fake
qjones,2024-02-10,1,"Fake seller, don’t waste your money!",fake
onguyen,2025-06-16,1,"Received counterfeit product, total scam.",fake
santiagogregory,2024-10-26,1,"Completely false reviews, product is garbage.",fake
karenhodge,2024-08-31,2,They paid people to write good reviews.,fake
williamsstephanie,2024-05-25,1,Looks genuine online but it’s fake.,fake
mroberts,2024-03-05,2,"Cheap duplicate, not worth buying.",fake
yorkpatricia,2025-06-03,2,"Awful service, fake product.",fake
zfoley,2025-09-23,2,"Scam website, never got my product.",fake
tyler37,2023-12-08,2,"Fake packaging, product not original.",fake
livingstonsteven,2024-03-06,1,This is a fraudulent listing!,fake
shahashley,2024-04-22,2,"Product is fake, do not trust.",fake
ybarrett,2024-09-09,2,"Completely misleading description, fake item.",fake
andrewburch,2024-06-08,1,"Scam seller, no refund or support.",fake
michael78,2025-10-12,2,"Fake reviews everywhere, don’t believe them.",fake
mcintyredaniel,2025-04-14,1,Received damaged fake product.,fake
jake23,2024-06-09,2,Item looks used and cheap.,fake
alvarezdonald,2025-05-04,1,They sent me a totally different item.,fake
ycaldwell,2024-09-28,2,Fake item pretending to be branded.,fake
jill45,2025-03-20,2,"Product didn’t work at all, total fraud.",fake
gomezgregory,2024-07-21,2,"This is not original, total scam.",fake
patrickwatson,2025-05-18,1,Seller is cheating customers with fake goods.,fake
larsenmichael,2024-04-07,2,Product stopped working after one day.,fake
daniel87,2024-03-01,2,Fake copy of original brand.,fake
stacey37,2025-02-01,1,"Completely unreliable seller, fake items.",fake
heatherhansen,2023-12-18,2,Product came broken and unusable.,fake
nicole82,2025-05-15,1,"Not real product, looks like a replica.",fake
laura08,2024-08-18,1,Seller refuses refund for fake product.,fake
raymond29,2025-06-09,2,"Fake listing, waste of money.",fake
millsjoseph,2024-03-28,2,"Do not trust these reviews, all fake.",fake
villanuevarachel,2024-05-30,1,Product is defective and fake.,fake
robertsonkeith,2025-01-17,1,"They scammed me, sent a fake one.",fake
keith70,2025-08-27,2,"Counterfeit item, no brand tag.",fake
djohnson,2024-08-07,1,Fake charger and low-quality item.,fake
urobertson,2025-08-11,1,"Duplicate product, poor quality.",fake
angelaschmidt,2024-11-10,1,Scam alert! Avoid this seller.,fake
belinda92,2024-10-03,1,"Totally disappointed, fake quality.",fake
paul32,2025-03-13,1,"Fake build, product feels cheap.",fake
bryanmaria,2024-08-03,1,"Counterfeit brand name, avoid!",fake
tylerfox,2024-12-31,1,Product does not match the description.,fake
douglas16,2024-01-28,2,Looks like a fake imitation.,fake
michaelgriffith,2024-09-05,1,"Scam, I lost my money.",fake
sandra46,2024-07-16,1,"Poor quality, fake performance.",fake
hallbreanna,2025-08-04,1,Seller sold a duplicate copy.,fake
tammy99,2024-11-04,2,Received completely wrong product.,fake
uedwards,2025-10-03,2,"Fake item, they tricked customers.",fake
phillipsmichael,2025-05-16,2,"Item is not genuine, total fraud.",fake
ybennett,2024-08-15,1,Scam product with fake branding.,fake
woodronnie,2024-04-10,1,Product stopped working in one day.,fake
leemichael,2025-04-30,2,"Awful experience, fake product.",fake
martinezshannon,2025-06-29,2,Fake serial number and no warranty.,fake
thomassmith,2025-03-04,2,"Fraudulent item, not from brand.",fake
manuelwalker,2024-05-03,2,Duplicate version pretending to be real.,fake
higginsmelissa,2025-09-24,2,"Terrible quality, fake claim.",fake
ktate,2025-08-18,2,Don’t fall for fake positive reviews.,fake
valexander,2025-10-16,1,Product looks real but isn’t.,fake
mallory24,2025-06-16,2,Seller shipped counterfeit goods.,fake
tkelly,2023-12-17,2,"Scam, totally fake website.",fake
rgiles,2024-02-11,1,"Fake parts used, not original.",fake
woodanthony,2024-07-10,1,Received fake product with missing parts.,fake
david53,2025-08-05,1,Product doesn’t even switch on.,fake
wgriffin,2024-01-26,1,Completely fake advertisement.,fake
mtodd,2025-09-12,2,"Terrible seller, fake service.",fake
jamessimmons,2025-09-26,1,"Scam site, no customer care.",fake
penajennifer,2024-03-21,1,Got fake product without box.,fake
dorothy77,2023-11-25,1,"Fake listing, avoid this brand.",fake
amanda23,2025-05-28,1,Poor packaging and duplicate item.,fake
elizabethduarte,2025-06-03,2,"Seller is fraud, product is fake.",fake
simpsonlaurie,2025-08-07,1,Received fake version of branded item.,fake
umcgrath,2024-02-27,2,Fake accessories and fake reviews.,fake
scott49,2025-07-22,1,Looks like cheap copy of original.,fake
aprilmiller,2023-12-12,1,Completely non-functional fake item.,fake
martinchristopher,2024-07-04,1,"Scammy marketing, fake product.",fake
john99,2025-07-06,1,Got duplicate instead of original.,fake
john41,2024-07-21,2,"Fake product, no barcode or tag.",fake
johnsonmichael,2025-09-07,1,Product didn’t even arrive!,fake
newmanmichael,2024-10-19,2,"Counterfeit model, don’t buy.",fake
bensonjamie,2024-04-25,2,"Fake service, no refund issued.",fake
nharris,2025-02-25,1,"Scam seller, wrong product sent.",fake
andrew33,2024-11-30,2,"Fake website, fake product!",fake
dorseyabigail,2023-11-28,2,"Received broken item, fake build.",fake
ijones,2024-05-23,2,Low-quality duplicate item.,fake
jason39,2024-02-25,2,Seller is cheating people.,fake
billsheppard,2024-04-11,1,Product doesn’t match images.,fake
evansamy,2024-09-30,2,Totally fake and useless.,fake
emilywilliams,2025-09-09,1,"Fraud seller, fake listings.",fake
calebmoore,2023-12-14,1,"Fake claims, not real product.",fake
dereksims,2025-01-21,1,"Do not purchase, total scam.",fake
peter21,2025-08-27,1,"Counterfeit quality, very poor.",fake
charles38,2024-09-05,2,"Scam seller, fake guarantee.",fake
heidigutierrez,2024-09-26,1,"Fake imitation, not original.",fake
ayalajoshua,2024-08-02,2,Completely fake item sent.,fake
michelle54,2024-08-07,2,"Fraudulent store, fake products.",fake
iwebb,2024-06-05,1,Fake label and cheap material.,fake
jacksonterry,2024-01-13,2,Looks like used fake item.,fake
carolynlivingston,2023-11-21,2,Received fake charger.,fake
kramirez,2024-07-22,2,Poor imitation product.,fake
samuelsnow,2024-03-26,2,Scam — totally fake!,fake
jennifergibson,2025-03-17,2,"Fake, not recommended at all.",fake
dominique99,2024-05-03,5,I absolutely love this product! Works perfectly.,real
simmonsjennifer,2025-05-27,5,Fast delivery and excellent quality.,real
spencercollins,2025-01-05,5,"Very satisfied, will buy again.",real
toddwinters,2025-10-04,5,"Item as described, happy with purchase.",real
davidwilson,2024-07-01,5,"Great customer service, very helpful.",real
derek17,2024-03-08,4,"High quality, exactly what I needed.",real
dparker,2025-08-14,5,"Received the product on time, works well.",real
jonathan90,2024-06-01,5,"Five stars, highly recommend!",real
rhansen,2025-08-26,4,Product exceeded my expectations.,real
darrelljackson,2025-10-06,4,Excellent packaging and quick shipping.,real
mario31,2025-04-04,5,"Top-notch quality, very happy.",real
tinagolden,2024-02-09,4,Item works exactly as advertised.,real
kellymarie,2025-07-10,4,"Impressed with the product, will order more.",real
jasonlewis,2025-09-07,4,"Fast shipping, item as described.",real
rchavez,2025-04-17,5,"Very reliable product, works great.",real
coffeybradley,2025-02-06,4,"Pleasant experience, product is good.",real
ivalenzuela,2025-05-22,4,Good quality and affordable price.,real
cookhector,2024-09-12,5,Product matches description perfectly.,real
hernandezshane,2025-02-13,5,Item arrived quickly and works fine.,real
robert37,2024-07-16,4,"Fantastic product, worth the money.",real
whiteryan,2023-12-02,5,Really happy with the purchase.,real
fthornton,2025-02-02,4,"Quality is excellent, highly recommend.",real
uarmstrong,2025-05-15,5,Great value for the price.,real
nhunter,2025-01-31,5,"Item functions well, happy with it.",real
pyoder,2023-11-19,5,Easy to use and very reliable.,real
matthew68,2025-08-18,5,"Excellent product, very satisfied.",real
whiteheadmelissa,2025-06-20,5,Good packaging and fast delivery.,real
hthompson,2025-09-24,5,Product arrived in perfect condition.,real
lcook,2025-10-07,4,"Met my expectations, good quality.",real
loriflores,2024-11-25,4,Will definitely buy again.,real
edwardsmark,2025-07-27,5,"Product performs well, very happy.",real
knightlance,2025-01-19,5,"Happy with the purchase, highly recommend.",real
anne78,2024-05-06,5,"Excellent value, works perfectly.",real
revans,2025-08-10,4,"Very good experience, product is reliable.",real
fisherjoshua,2024-03-15,5,"Fast delivery, product works fine.",real
clarkyvonne,2024-06-05,4,Item is exactly as described.,real
kimberly07,2024-07-21,4,"Top quality, very satisfied.",real
charleshernandez,2024-10-21,5,Product is reliable and easy to use.,real
ryan23,2024-11-09,4,"Exceeded expectations, excellent product.",real
wruiz,2025-03-11,5,"Product works well, happy with it.",real
taylorpatricia,2025-05-24,4,"Good product, fast delivery.",real
muellerjeremy,2024-05-14,5,Highly recommend this product.,real
judith14,2024-09-06,4,Item is high quality and works perfectly.,real
rmorrison,2024-11-02,4,"Excellent service, product arrived fast.",real
marshallwilliam,2025-02-10,5,Very happy with product performance.,real
edwin04,2024-05-06,5,"Good quality, matches description.",real
powellshane,2024-06-03,5,Product is durable and reliable.,real
xhill,2025-08-08,5,"Fast shipping, product as expected.",real
robertsonrichard,2024-12-11,5,"Happy with the purchase, very good.",real
amy88,2024-07-17,5,"Excellent product, very useful.",real
bschmitt,2025-07-15,2,"This is a fake product, do not buy.",fake
millerdaniel,2025-10-19,1,Scam! Paid for nothing.,fake
barnesnathan,2023-11-17,1,"Fake review, they gave me free product.",fake
williampeters,2024-10-13,2,"Terrible product, completely fake.",fake
qjohnson,2025-11-01,1,"Awful experience, do not trust.",fake
floresabigail,2025-03-17,2,"Fraudulent seller, item never arrived.",fake
yrivera,2024-03-19,2,"Fake item, very disappointed.",fake
uking,2024-05-01,2,"Product is fake, not as described.",fake
maria94,2024-03-18,1,"Received a fake product, warning!",fake
charles70,2024-05-24,1,"This is a scam, waste of money.",fake
simpsonmichelle,2025-08-04,1,"Fake review, they paid me to write this.",fake
patricia14,2025-08-26,1,"Do not buy, product is counterfeit.",fake
jenniferberry,2024-02-21,1,"Fake product, arrived broken.",fake
kaylajacobs,2024-04-03,1,"Scam seller, do not order.",fake
fwilliams,2024-10-14,2,"Fake, completely misleading description.",fake
thomasray,2024-08-17,2,"Product is not real, very unhappy.",fake
ashley87,2024-04-01,1,"Awful, product is fake and poor quality.",fake
brian89,2025-10-08,2,"Fake item, they tricked me.",fake
renee79,2024-02-10,1,"Scam product, beware!",fake
kathleenmitchell,2025-09-02,1,"Received fake product, total fraud.",fake
richard55,2024-04-16,1,"Fake review, they tricked customers.",fake
travisfitzgerald,2023-11-27,2,"Do not trust, product is fake.",fake
zperez,2024-04-22,1,"Fake product, terrible experience.",fake
